gameTitle,Distrust,不信,
Ending_BadBad_PostText,A quick pull of the trigger ended this story. No life \u2013 human or alien \u2013 could withstand the reactor explosion. Scientists and the army arrived several weeks later but no one was left to tell them what had happened.,トリガーの迅速なプルはこの話を終えました。 u2013ヒトまたは外国人の\ u2013 \人生何が原子炉の爆発に耐えることができませんでした。科学者と軍は、数週間後に到着したが、誰も何が起こったのか、それらを伝えるために残っていませんでした。,
Ending_GoodGood_PostText,There are times when betrayal is the best option. His voice didn't waver as he called a new rescue team to the cursed basecomma condemning its members to death. The alien presence was close to reaching its goal. It only had to wait for the new team to decide to be fuel for the saucer.,裏切りが最良の選択肢である場合があります。彼は死に、そのメンバーを非難呪われたbasecommaに新しい救助隊と呼ばれるよう彼の声は揺れませんでした。エイリアンの存在は、その目標を達成するに近かったです。それが唯一の受け皿のための燃料であることを決定するために新しいチームを待たなければなりませんでした。,
FinalScene_AlienReactor,Alien spaceship reactor,エイリアンの宇宙船リアクター,
FinalScene_AttackWithPistol_AlienReactor_caption,shooting the reactor...,原子炉を撮影...,
FinalScene_Explore_AlienReactor_caption,examining the reactor...,原子炉を調べます...,
FinalScene_InsertAlienKey_AlienReactor_caption,placing the reflector in the reactor...,反応器内の反射板を配置...,
FinalSceneKillingEffect_caption,Deadly radiation,致命的な放射線,
FinalSceneKillingEffect_description,Radiation of an unknown nature that rapidly degrades all vital signs. This character will soon have the great honor of being fuel.,急速にすべてのバイタルサインを劣化させる未知の自然の放射線。この文字はすぐに燃料であることの偉大な名誉を持っています。,
RichDiet,You need the \u201DRich ration\u201D achievement\nCook every kind of food in the oven during a single game ({0} of {1}),あなたは、単一のゲーム中にnCook \「リッチ比」の達成にオーブンで食品のすべての種類を必要とする（{0}の{1}）,
Insomnia,You need the \u201DInsomnia\u201D achievement\nDon't sleep in the first zone in Challenge mode,あなたは、チャレンジモードでは最初のゾーンでnDon't睡眠\「不眠症」達成を必要とします,
WeNeedMoreWood,You need the \u201DMore wood!\u201D achievement\nSaw up nine crates during a single game in Challenge mode ({0} of {1}),あなたは「もっと木を！」必要チャレンジモードでは、単一のゲーム中9つのクレートアップnSaw \達成（{0}の{1}）,
MyLungs,You need the \u201DMy poor lungs\u201D achievement.\nSmoke 10 cigarettes during a single game in Challenge mode ({0} of {1}).,あなたは、「私の貧しい人々の肺」の成果を必要としています。\チャレンジモードでは、単一のゲーム中nSmoke 10本のタバコ（{0}の{1}）。,
RepairNeeded,You need the \u201DRepairs needed!\u201D achievement.\nBreak six objects while under the influence of the \u201DBurst of anger\u201D madness during a single game in Challenge mode ({0} of {1}).,あなたは、「必要な修理を！」必要達成\ nBreak 6オブジェクト（{0} {1}の）チャレンジモードで単一のゲーム中に「バースト怒りの」狂気の影響を受けています。,
PerfectManager,You need the \u201DIdeal manager\u201D achievement.\nComplete the game with three characters in Challenge mode.,あなたは「理想的なマネージャー」の成果を必要としています。\ nCompleteチャレンジモードの3つの文字でゲーム。,
CarefulAttitude,You need the \u201DHandle with care\u201D achievement.\nPass through zone four without breaking down any doors in Challenge mode.,あなたは、「取扱注意」の達成を必要としています。\ nPassをゾーン4を通じてチャレンジモードで任意のドアを破壊せずに。,
SelfishAct,You need the \u201DSelfish act\u201D achievement\nEarn the good ending in Challenge mode,あなたは「利己的行為」達成の\ nEarnにチャレンジモードでは良い結末を必要とします,
FatalShot,You need the \u201DFatal shot\u201D achievement\nEarn the second bad ending in Challenge mode,あなたは、「致命的なショット」達成の\ nEarnにチャレンジモードにおける第二の悪い結末を必要とします,
OverloadedReflector,You need the \u201DOverloaded reflector\u201D achievement\nEarn the secret ending available in Challenge mode,あなたは、チャレンジモードでは「オーバーロードリフレクター」達成の\ nEarn利用できる秘密の結末を必要とします,
Inactivity,You need the \u201DHesitation\u201D achievement\nEarn the first bad ending in Challenge mode,あなたは、チャレンジモードの「迷い」達成の\ nEarn最初の悪い結末を必要とします,
TheFinal,You need the \u201DThis is the end!\u201D achievement.\nComplete the game with any ending.,あなたは「これは終わりです！」必要があります成果。\ nCompleteどんな結末との試合。,
Utility_RepairGenerator_caption,repairing the broken generator...,壊れた発電機を修理...,
Utility_RepairFurnace_caption,repairing the broken furnace...,壊れた炉の修復...,
Explore_AlienObject_Dialog1,Wow! I feel energized!,うわー！私は通電してみましょう！,
Explore_AlienObject_Dialog2,Weird! I'm not hungry anymore...,奇妙な！私はもう空腹ではありませんよ...,
Explore_AlienObject_Dialog4,Coffee beans were inside that thing... Weird...,コーヒー豆は...その事の内側に奇妙でした...,
Explore_AlienObject_Dialog5,Ouch! How did I cut my hand?,痛いです！どのように私は私の手を切ったのですか？,
Explore_AlienObject_Dialog6,I feel sick... My stomach hurts...,私は私の胃が痛い...気分が悪く...,
Explore_AlienObject_Dialog7,That thing seems to have changed my perception of reality...,そのことは、現実の私の認識を変えているようです...,
Explore_AlienObject_Dialog8,I feel worse... Something is wrong with me...,私は悪いことを感じる...何かが私と一緒に間違っています...,
Explore_AlienObject_Dialog9,I feel warm insidecomma which is strange because it's freezing here...,私はそれがここに凍結だので、奇妙な暖かいinsidecommaを感じます...,
Explore_AlienObject_Dialog10,Whoa! This place is really cold! Frost has already covered my hands!,おっと！この場所は本当に寒いです！フロストは、すでに私の手をカバーしています！,
Anomaly_2.1_Fear_Dialog,This thing doesn't like light! I can incapacitate it with a flashlight!,このことは、光が好きではありません！私は懐中電灯でそれを無力化することができます！,
Anomaly_2.2_Fear_Dialog,Apparentlycomma this icy anomaly can't stand heat!,Apparentlycommaこの氷の異常は熱を我慢できません！,
Anomaly_3.1_Fear_Dialog,This monster moves slower when it's in the light or near heat!,それは光や熱の近くだと、この怪物は遅く動きます！,
PangsOfConscienceEffect_caption,Guilty conscience,罪悪感,
PangsOfConscienceEffect_description,This character is distressed by his or her recent actions and can't sleep.\nThis effect cannot be dissolved.,この文字は、彼または彼女の最近の行動によって苦しめられていると眠ることができない。\ nこの効果が溶解することはできません。,
FinalScene_Qte_Ending_BadBad,A moment before the last survivor pulled the triggercomma a thought went through his head:\n\u201DThis will end everything. Should I do it?\u201D,最後の生存者の前に一瞬思考が彼の頭を経てtriggercommaを引っ張った：\ n「これはすべてを終了します、私はそれを行う必要があります。？」,
FinalScene_Qte_Ending_GoodBad,The lone survivor's hand faltered when the reflector touched the reactor.\nA thought flew through his head: \u201DThis will end everything. Should I do it?\u201D,。反射器は原子炉に触れたとき、唯一の生存者の手が行き詰まっ\ nAのは、彼の頭を飛んで考えた：「これはすべてを終了します、私はそれを行う必要があります。？」,
FinalScene_Qte_Ending_Yes,Continue,持続する,
FinalScene_Qte_Ending_No,Cancel,キャンセル,
Loot_StillageFullWithGasCan_Target16,Full rack,フル・ラック,
Utility_Barrel_Target16,Barrel of fuel,燃料のバレル,
CharacterSlotGained,Congratulations! You can now play with three characters at the same time!,おめでとうございます！これで、同時に3つの文字で遊ぶことができます！,
FindLoot_GasCan_Target16_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Utility_Use_Bandage_caption,applying bandages...,包帯を適用します...,
Utility_Use_FirstAidKit_caption,using a first aid kit...,応急処置キットを使用して...,
Utility_Use_NonSterileBandage_caption,applying dirty bandages...,汚れた包帯を適用します...,
Utility_Use_OldTablets_caption,taking old pills...,古い薬を服用...,
Utility_Use_Tablets_caption,taking pills...,薬を服用...,
Utility_Use_AdrenalineSyringe_NewHero_caption,injecting adrenaline...,アドレナリンを注入...,
Explore_AlienObject_FoodVomit,examining the alien object...,外国人のオブジェクトを調べます...,
Explore_AlienObject_HpHp,examining the alien object...,外国人のオブジェクトを調べます...,
Explore_AlienObject_HpMadness,examining the alien object...,外国人のオブジェクトを調べます...,
Explore_AlienObject_StamBleed,examining the alien object...,外国人のオブジェクトを調べます...,
Explore_AlienObject_WarmWarm,examining the alien object...,外国人のオブジェクトを調べます...,
Utility_Furnace_BoilerCommon_Broken_Broken,Broken furnace,壊れた炉,
Utility_Furnace_BoilerCommon_Broken_Idle,Cold furnace,コールド炉,
Utility_Furnace_BoilerCommon_Broken_Working,Lit furnace,点灯炉,
Utility_MechanicGenerator_BoilerCommon_Broken_Broken,Broken vintage generator,壊れたヴィンテージジェネレータ,
Utility_MechanicGenerator_BoilerCommon_Broken_Idle,Empty vintage generator,空のヴィンテージジェネレータ,
Utility_MechanicGenerator_BoilerCommon_Broken_Working,Working vintage generator,ヴィンテージジェネレータ作業,
InventoryTooltip_CarrierState,Drop the burden first!,最初の負担をドロップ！,
Entrance_AlienObjectZ2,Alien object,外国人対象,
Entrance_AlienObjectZ3,Alien object,外国人対象,
Entrance_AlienObjectZ4,Alien object,外国人対象,
Entrance_AlienObjectZ5,Alien object,外国人対象,
Loading_Message_27,Your goal in each zone is to find the exit.,各ゾーンでのあなたの目標は、出口を見つけることです。,
Utility_Use_PerkReanimateByHands_NewHero_caption,resuscitating partner...,蘇生パートナー...,
FirstLoading_caption,\u30ED\u30FC\u30C9\u4E2D\u3067\u3059\u2026\u3057\u3070\u3089\u304F\u304A\u5F85\u3061\u304F\u3060\u3055\u3044\u2026,\ u30ED \ u30FC \ u30C9 \ u4E2D \ u3067 \ u3059 \ています... \ u3057 \ u3070 \ u3089 \ u304F \ u304A \ u5F85 \ u3061 \ u304F \ u3060 \ u3055 \ u3044 \ています...,
Anomaly_3.1_caption,Anthropoid anomaly,類人猿異常,
FindLoot_LootItemModel_caption,collecting a trap...,トラップを収集...,
Madness_WantHome_Action_1,There's a helicopter here. What's stopping me from using it?,ここでのヘリコプターがあります。それは何を使用してから私を停止するのですか？,
Madness_WantHome_Action_2,There's a helicopter on the street. What's stopping me from using it to fly away from this frozen death trap to a place of safety and warmth?,路上でヘリコプターがあります。何が安全性と暖かさの代わりに、この凍結された死のトラップから離れて飛行することを使用してから私を停止するのですか？,
Madness_WantHome_Action_3,Am I the only one who can see the helicopter on the street? What are we waiting for? Let's get out of here!,私は路上でヘリコプターを見ることができるだけですか？私たちは何をぐずぐずしているんですか？ここから出ましょう！,
Madness_WantHome_Action_4,Why are we risking our lives here when we can hop on the helicopter in the street and fly the hell out of here?,私たちは通りにヘリコプターに乗り、ここの地獄を飛ぶことができるのに、なぜ私たちはここに私たちの生活を危険にさらしていますか？,
Quest_WantHome_ExploreHelicopter_caption,getting on the helicopter...,ヘリコプターに乗ります...,
NewHero_Revived_Dialog,Thank you for your help... Something strange is happening. I think the saucer scientists dug out of the ice is the cause of our problems.,ご協力いただきありがとうございます...奇妙な何かが起こっています。私は、科学者たちは氷の掘ら受け皿が私たちの問題の原因だと思います。,
CoinQte_OpenDoorWithLockPick,I know this kind of lock! You can insert a master key in it and open it without damaging the key. It's a clever trick!,私はロックのこの種のを知っています！あなたはそれでマスターキーを挿入し、キーを損傷することなく、それを開くことができます。それは巧妙なトリックです！,
CoinQte_OpenDoorWithLockPick_OnAppearDialog,I know this kind of lock...,私はロックのこの種を知っています...,
CoinQte_OpenDoorWithLockPick_Continue,1. Try the trick.,1.トリックを試してみてください。,
CoinQte_OpenDoorWithLockPick_Success,Success! The door is open and the keys are undamaged.,成功！ドアが開いていて、キーが破損していないです。,
CoinQte_OpenDoorWithLockPick_Fail,Damn! The door didn't open and the master key is broken.,くそー！ドアが開かなかったとマスターキーが壊れています。,
CoinQte_OpenDoorWithLockPick_Ignore,2. Don't try anything tricky. Just open the door like usual.,2.トリッキーな何かをしようとしないでください。ただ、いつものような扉を開きます。,
CoinQte_RepairGeneratorWithToolKit,I can fix the generator by reattaching the belt and adjusting the valves. I won't need any tools or boards for this. Shall I try?,私はベルトを再接続し、バルブを調整することにより、発電機を修正することができます。私は、このためのツールやボードを必要としません。私がしようとしましょうか？,
CoinQte_RepairGeneratorWithToolKit_OnAppearDialog,This generator isn't in bad shape. It will need only minor repairs.,この発電機は、悪い形ではありません。それはわずかな修理が必要になります。,
CoinQte_RepairGeneratorWithToolKit_Continue,1. Don't waste any tools or boards. Repair the generator yourself.,1.任意のツールやボードを無駄にしないでください。発電機を自分で修復します。,
CoinQte_RepairGeneratorWithToolKit_Success,Success! The generator is working again.,成功！発電機は、再び働いています。,
CoinQte_RepairGeneratorWithToolKit_Fail,Awcomma hell! The generator is still broken and I cut myself... I guess I'll have to fix it the old fashioned way.,Awcomma地獄！発電機はまだ壊れていると、私は自分自身を切る...私はそれを昔ながらの方法を修正する必要がありますね。,
CoinQte_RepairGeneratorWithToolKit_Ignore,2. There's no need to be inventive. Repair the generator using the usual tools.,2.本発明のあることする必要はありません。通常のツールを使用して発電機を修復します。,
Madness_IDontNeedThis_acquired,Useless rubbish!,無駄なゴミ！,
Madness_IDontNeedThis_caption,Too much,過度に,
Madness_IDontNeedThis_description,Stop stuffing your pockets with trash!\nThe only thing that can help is a long nap.,ゴミであなたのポケットに詰め停止！\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_IDontNeedThis_Action_1,And why do I need this?,そして、なぜ私はこれが必要なのですか？,
Madness_IDontNeedThis_Action_2,One less useless thing!,一つ少ない役に立たない事！,
Madness_IDontNeedThis_Action_3,No more useless stuff!,これ以上役に立たないもの！,
Madness_IDontNeedThis_Action_4,I'll never need that.,私はそれを必要とすることは決してないだろう。,
SavedDoors,You need the \u201DHandle with care\u201D achievement!\nFinish four zones in a row without breaking a single door in Challenge mode,あなたは成果「取扱注意」必要があります！\チャレンジモードでは、単一のドアを壊すことなく行のnFinish 4つのゾーン,
LookAtAlienObject_Dialog_1,Oh my God! What's this?,何てことだ！これは何ですか？,
LookAtAlienObject_Dialog_2,I hope this stuff isn't dangerous!,私はこのようなものは危険ではありません願っています！,
LookAtAlienObject_Dialog_3,What did these scientists do here?,これらの科学者たちはここで何をしましたか？,
LookAtAlienObject_Dialog_4,I'm not even approaching that dirtycomma filthy thing!,私もそのdirtycomma不潔なものに近づいていませんよ！,
LookAtAlienObject_Dialog_5,The deeper into the base we travelcomma the more unreal the environment becomes...,我々はより多くの非現実的な環境になるtravelcommaベースに深く...,
LookAtAlienObject_Dialog_6,I haven't seen this before. Look at how it's pulsating and radiating light... It's beautiful!,私は前にこれを見ていません。どのように脈動して光を照射ます見て...それは美しいです！,
LookAtAlienObject_Dialog_7,How sickening! From herecomma the object looks...alive!,どのように不快感を覚えます！ herecommaからオブジェクトが見えます...生きています！,
Remember_Message,In memory of Mikhail Zinoviev\n(1989-2016)\nEvery day with you was an adventure. You will remain forever in our hearts.,あなたとミハイル・ジノヴィエフ\ n個（1989-2016）\ nEvery日の記憶では冒険でした。あなたは私たちの心に永遠に残ります。,
InventoryTooltip_ComaState,You cannot interact with a character in a coma through the inventory.\nIn order to interactcomma approach the character and hover the cursor over him or her.,あなたは、在庫によって昏睡中の文字と対話することはできません。文字に近づき、彼または彼女の上にカーソルを合わせるinteractcommaする\ Ninの順序を。,
LookAtEntranceAlienObject_Dialog_1,Damncomma what kind of place is this? This shit is clearly not of Earth.,Damncommaは、この場所のどのような種類ですか？このたわごとは、地球の明確ではありません。,
LookAtEntranceAlienObject_Dialog_2,The farther we gocomma the worse things become. The air in this zone is different and there's this strange thing at the entrance...,遠く私たちはなるより悪い事をgocomma。このゾーン内の空気は異なり、この奇妙な事が入り口にあります...,
LookAtEntranceAlienObject_Dialog_3,I can't breathe... I'm starting to think the objects at the entrance of each zone are some kind of sign...,私は息ができない...私は、各ゾーンの入り口に物体が看板のいくつかの種類だと思うし始めています...,
LookAtEntranceAlienObject_Dialog_4,There's only one zone left. The end is near! There's another alien object at the entrance. Someone knows we're here...,残された唯一つのゾーンがあります。終わりは近いです！入り口には別の外国人のオブジェクトがあります。誰かが私たちがここにいる知っています...,
FearAnomaly2.1_Dialog,Because of its many eyescomma this damned anomaly hates bright light. That's its weakness!,その多くのeyescommaのため、こののろわ異常は明るい光を嫌っています。それはその弱点です！,
FearAnomaly2.2_Dialog,As expectedcomma this flying piece of ice is afraid of heat. So that's how we'll deal with it!,expectedcommaとして氷のこの飛行作品は、熱を恐れています。だから、私たちはそれに対処するだろう方法です！,
Loading_Message_26,If you want a camera to follow a herocomma press their hotkey twice and hold it.,あなたはカメラがherocommaをフォローしたい場合は2倍のホットキーを押して、それを保持します。,
OutOfSignal,No signal,信号なし,
Door_HandyManPerkRepairWithToolKit,skillfully repairing the door...,巧みにドアを修理...,
Utility_HandyManPerkRepairGenerator,skillfully repairing the generator...,巧みに発電機を修理...,
Utility_HandyManPerkRepairFurnace,skillfully repairing the furnace...,巧み炉を修理...,
Utility_HandyManPerkRepairWithHammer,skillfully repairing using tools...,巧みなツールを使用して修理...,
Utility_HandyManPerkRepairWithToolkit,skillfully repairing with a hammer...,巧みにハンマーで修理...,
CoinQte_DoYouHearLaughFixed,You hear someone giggling in a mocking tone. But you don't see anything unusual. Is your mind playing tricks on you?,あなたはあざける口調でくすくす笑う誰かを聞きます。しかし、あなたは珍しい何も表示されません。あなたの心はあなたにトリックをプレイしますか？,
Loading_Message_21Fixed,Move the camera using the WASD keys (default).,WASDキー（デフォルト）を使用してカメラを移動します。,
Tutorial_Step05.3Fixed,The polar explorer found food and placed it in the inventory.\nOpen the inventory by clicking on the backpack or pressing \u201DI\u201D (default).,極性探検家は、食品を発見し、インベントリにそれを置いた。\バックパックをクリックするか、「I」（デフォルト）を押してnOpen在庫。,
Tutorial_Step08.3Fixed,The tools the character has found are displayed in the Tools window.\nOpen this window by clicking on this icon or pressing \u201DT\u201D (default).,文字が発見したツールは、ツールウィンドウに表示されます。\ nOpenこのアイコンをクリックするか、「T」（デフォルト）を押してこのウィンドウ。,
Tutorial_Step_Map01Fixed,The polar explorers have an electronic map of the base.\nOpen the map by clicking on this icon or pressing \u201DM\u201D (default).,極性探検家は、ベースの電子地図を持っています。\ nOpenこのアイコンをクリックするか、「M」（デフォルト）を押してマップ。,
Madness_Crusher_caption,Burst of anger,一荒れ,
Madness_Crusher_description,Things break.\nThe only thing that can help is a long nap.,物事は壊れる。\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Devourer_caption,Intolerable hunger,ディボース飢餓,
Madness_Devourer_description,Food consumption is out of control.\nThe only thing that can help is a long nap.,食品の消費量は制御不能である。\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Shakespeare_caption,Shakespearean expert,シェークスピアの専門家,
Madness_Shakespeare_description,It's time to quote the classics!\nThe only thing that can help is a long nap.,これは、古典を引用する時が来た！\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Night_Vision_caption,Night vision,夜間視力,
Madness_Night_Vision_description,Let's play spy!\nThe only thing that can help is a long nap.,のは、スパイをプレイしてみましょう！\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Colorblind_caption,Color blindness,色覚異常,
Madness_Colorblind_description,Life before color TV was hard.\nThe only thing that can help is a long nap.,カラーテレビの前の生活は大変でした。\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Whisper_caption,Strange whisper,奇妙なささやき,
Madness_Whisper_description,Who's here?\nThe only thing that can help is a long nap.,誰がここですか？助けることができます\ nの唯一のことは、長い昼寝です。,
Madness_Mumbling_caption,Obsessive singing,強迫歌,
Madness_Mumbling_description,This is a real ear-catcher.\nThe only thing that can help is a long nap.,これが本当の耳キャッチャーです。\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Abnormal_Laugh_caption,Crazy laughter,クレイジー笑い,
Madness_Abnormal_Laugh_description,It's time to go to the nut house.\nThe only thing that can help is a long nap.,これは、ナットの家に行く時間です。\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_White_Noise_caption,White noise,白色雑音,
Madness_White_Noise_description,Who turned off the sound?\nThe only thing that can help is a long nap.,誰が音をオフに？\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Swearing_caption,Attacks of aggression,侵略の攻撃,
Madness_Swearing_description,I HATE THIS WORLD!\nThe only thing that can help is a long nap.,私はこの世界を嫌い！\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Cultist_caption,Occult enlightenment,オカルト啓発,
Madness_Cultist_description,Where did I get this ceremonial athame?!\nThe only thing that can help is a long nap.,私はこの儀式athameを手に入れたどこ？！\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Hallucinations_caption,Hallucinations,幻覚,
Madness_Hallucinations_description,You guys look really weird...\nThe only thing that can help is a long nap.,君たちは本当に奇妙に見える... \ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Camera_Shake_caption,Dizziness,眩暈,
Madness_Camera_Shake_description,Is it me or is the world unstable?\nThe only thing that can help is a long nap.,それは私であるか、世界は不安定なのですか？\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_GrannyGlasses_caption,Space distortion,スペース歪み,
Madness_GrannyGlasses_description,I feel like I'm wearing my granny's glasses.\nThe only thing that can help is a long nap.,私は私のおばあちゃんの眼鏡をかけてるような気がします。\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Myopic_caption,Myopia,近視,
Madness_Myopic_description,I can't see anything past my nose.\nThe only thing that can help is a long nap.,私は私の鼻過去の何かを見ることができません。\ nのを助けることができる唯一のことは、長い昼寝です。,
Madness_Hyperopic_caption,Hyperopia,遠視,
Madness_Hyperopic_description,Everything is blurry.\nThe only thing that can help is a long nap.,すべてがぼやけている。\ nのを助けることができる唯一のことは、長い昼寝です。,
Language_PL,Polski,ポルスキ,
Language_DE,Deutsch,ドイツ,
FindLoot_PersonalInventory_3rdCharacter_caption,looting the body,体を略奪,
FindLoot_DeliciousFood_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Cigarettes_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Explore_AlienObject_FoodVomit_caption,examining alien object...,外国人のオブジェクトを調べます...,
Explore_AlienObject_HpHp_caption,examining alien object...,外国人のオブジェクトを調べます...,
Explore_AlienObject_HpMadness_caption,examining alien object...,外国人のオブジェクトを調べます...,
Explore_AlienObject_StamBleed_caption,examining alien object...,外国人のオブジェクトを調べます...,
Explore_AlienObject_WarmWarm_caption,examining alien object...,外国人のオブジェクトを調べます...,
Quest_AlaskaCruise_TicketPart2_MilitaryBox,Weapon case,武器ケース,
Quest_AlaskaCruise_TicketPart3_Board,Blackboard,黒板,
Quest_AlaskaCruise_TicketPart3_SafeTable,Safe,安全,
AlaskaCruise_TicketPart3_Explore_Board_caption,\u8ABF\u3079\u3066\u3044\u307E\u3059\u2026,\ u8ABF \ u3079 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Quest_AlaskaCruise_TicketPart3_Code_Failure_caption,entering the code incorrectly...,間違ったコードを入力します...,
Quest_AlaskaCruise_TicketPart3_Code_PressButton_caption,entering the code...,コードを入力...,
Quest_AlaskaCruise_TicketPart3_Code_Success_caption,entering the code correctly...,コードを正しく入力します...,
Quest_AlaskaCruise_TicketPart5_MilitaryBox_Blocked,Crate,クレート,
Quest_AlaskaCruise_TicketPart5_MilitaryBox_Closed,Weapon case,武器ケース,
Quest_AlaskaCruise_TicketPart5_MilitaryBox_Open,Weapon case,武器ケース,
Quest_AlaskaCruise_Instructions_Board,Blackboard,黒板,
AlaskaCruise_Instructions_Explore_Board_caption,\u8ABF\u3079\u3066\u3044\u307E\u3059\u2026,\ u8ABF \ u3079 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
key_Pause,Pause,休止,
ContestURL,https://alawar.typeform.com/to/Yr3a5S,https://alawar.typeform.com/to/Yr3a5S,
Loading_Message_29,To drop an item \u2013 such as anomaly trap - drag it outside the inventory window.,このような異常トラップとしてアイテムの\ u2013をドロップする - インベントリウィンドウの外にドラッグ。,
EquipmentAsItemRequire_description,Item required: {0},項目必須：{0},
key_CenterCharacter,Center camera,センターカメラ,
Explore_NewHero_caption,inspecting the body...,身体検査...,
RemorseEffect_caption,Voice of Conscience,良心の声,
RemorseEffect_description,Reduces Stamina. The character is worried about the comrade he left. Impossible to remove the effect.,スタミナが減少します。キャラクターは、彼が残って仲間を心配しています。影響を除去することは不可能。,
Lone_PerkFixed_caption,Maverick,マーベリック,
Lone_PerkFixed_description,Stamina and Satiety decrease slowercomma when a character is alone inside or outside.,スタミナと文字だけでは内部または外部で満腹減少slowercomma。,
PerkLonelyManEffectFixed_caption,Maverick,マーベリック,
PerkLonelyManEffectFixed_description,Stamina and Satiety decrease slowercomma when a character is alone inside or outside.,スタミナと文字だけでは内部または外部で満腹減少slowercomma。,
Explore_AlienObject_Dialog15,I feel much better! Healthy as a horse!,私ははるかに良い感じ！馬のように健康！,
BurgerFixed_caption,Burger,バーガー,
BurgerFixed_description,Unbelievable food received by crazy means!,狂気の手段によって受信された信じられない食べ物！,
CakeFixed_caption,Cake,ケーキ,
CakeFixed_description,Unbelievable food received by crazy means!,狂気の手段によって受信された信じられない食べ物！,
PastryFixed_caption,Pastry,ペストリー,
PastryFixed_description,Unbelievable food received by crazy means!,狂気の手段によって受信された信じられない食べ物！,
BonniveFixed_caption,Suckling pig,子豚の丸焼き,
BonniveFixed_description,Unbelievable food received by crazy means!,狂気の手段によって受信された信じられない食べ物！,
ShawarmaFixed_caption,Shawarma,Shawarma,
ShawarmaFixed_description,Unbelievable food received by crazy means!,狂気の手段によって受信された信じられない食べ物！,
BenPeres_GameStart_Message_1,That was a rough landing! The helicopter is beyond salvation\u2026,それはラフな着陸でした！ヘリコプターは救いの中\ u2026を超えています,
BenPeres_GameStart_Message_2,That was a rough landing! The weird orb broke my helicopter. What the hell is going on?!,それはラフな着陸でした！奇妙なオーブは私のヘリコプターを破りました。一体何が起こっています！,
CasperJackson_GameStart_Message_1,Ouch! I barely managed to grab a couple of tools.,痛いです！私はほとんどのツールのカップルをつかむことができました。,
CasperJackson_GameStart_Message_2,Ouch! Guess the first thing on my \u201Dto find\u201D list is the warehouse. I won't survive here without tools.,痛いです！私のリストは、「検索する」の最初のものは倉庫だと思います。私は、工具なしで、ここで生き残ることはありません。,
EmilGustav_GameStart_Message_1,Wow! My copter is totalled! That was awesome!,うわー！私のヘリコプターが合計されます！それは最高でした！,
EmilGustav_GameStart_Message_2,Wow! My copter is totalled! That's better than any energy drinkcomma wiped off my drowsiness just like that!,うわー！私のヘリコプターが合計されます！これは、任意のエネルギーdrinkcommaはちょうどそのように私眠気を拭き取っよりはましです！,
IrmaDilinger_GameStart_Message_1,Somehowcomma I survived. I should get into the nearest building at oncecomma it's too cold.,Somehowcomma私は生き残りました。私はそれがあまりにも寒いoncecommaに最も近い建物に入る必要があります。,
IrmaDilinger_GameStart_Message_2,Somehowcomma I lived\u2026 Now I should find another helicopter and get out of here.,Somehowcommaは、私は今、私は別のヘリコプターを見つけて、ここから出なければならない\ています...が住んでいました。,
JamesAbrams_GameStart_Message_1,The snow cushioned the fall\u2026 What should I do now?,雪は私が今何をすべき落下しています\ u2026をクッション性？,
JamesAbrams_GameStart_Message_2,The snow cushioned the fall\u2026 I won't freeze to death just yetcomma but should definitely look for a warmer shelter nearby.,雪は、私はちょうどyetcomma死に凍結しないが、間違いなく近くの暖かい避難所を探す必要があります秋の中\ u2026をクッション性。,
KatashiHayashi_GameStart_Message_1,Ancient meditation practices helped the old man survive. Good thing I've been practicing all these years.,古代の瞑想のプラクティスは老人が生き残る助けました。良いことは、私はすべてのこれらの年練習してきました。,
